"label","no_importa","no_importa_1","no_importa_2","no_importa_3","text"
"0","1468001960","Mon Apr 06 23:12:12 PDT 2009","NO_QUERY","SoledadP","I just can't spell today, i totally suck "
"2","1468001978","Mon Apr 06 23:12:12 PDT 2009","NO_QUERY","dianaroua","are you vaccinated against chicken-pox?should I vaccinate my 3 yr old?I am SO confused about this damn thing "
"4","1468002902","Mon Apr 06 23:12:29 PDT 2009","NO_QUERY","niko_the_best","@ school  at least last day!!!!!!"
"4","1468002948","Mon Apr 06 23:12:30 PDT 2009","NO_QUERY","NakitaRose","Yawwwn! Gotta get up early tomorrow  who's ready for the weekend???"
"2","1468003025","Mon Apr 06 23:12:31 PDT 2009","NO_QUERY","pinkflamingo9","i miss being at home for calving season...sad that black one died this morning  wish i had some bottle calves!"
"0","1468003264","Mon Apr 06 23:12:35 PDT 2009","NO_QUERY","perrythebirman","@stephenkruiser i so sorry for your loss. my brother dog sam is sick w/cushings disease. "
"2","1468003324","Mon Apr 06 23:12:36 PDT 2009","NO_QUERY","jj_1983","Back to work. I get to spend the next 8 hours alone in the dispatch room "
"4","1468003327","Mon Apr 06 23:12:36 PDT 2009","NO_QUERY","SarahNicole26","there's a new kind of starburst: favereds. sounds fab, bc cherry and strawberry are MY fav red's but they added watermellon and its yucky "
"4","1468003631","Mon Apr 06 23:12:41 PDT 2009","NO_QUERY","Theatergirl62","Well, so much for being productive on my 2 days off from Angels "
"0","1468004048","Mon Apr 06 23:12:49 PDT 2009","NO_QUERY","squishymatter","@andreabakes Oh gee - insomnia sucks   Have you tried melatonin?"
"2","1468004641","Mon Apr 06 23:12:59 PDT 2009","NO_QUERY","kow_shik","@vivekg86 Good to hear that we have support in NetBeans. But then its NetBeans you know "
"2","1468004743","Mon Apr 06 23:13:00 PDT 2009","NO_QUERY","UmmUthman","@heidimontag I wish we would get it the same time at the rest of world. unfornately I am in Cairo and have to wait for mtva to play it "
"4","1468004846","Mon Apr 06 23:13:02 PDT 2009","NO_QUERY","elohveee","heartbroken over little sandra. prayers are with the family. "
"4","1468005022","Mon Apr 06 23:13:05 PDT 2009","NO_QUERY","stranger_danger","@hadtobeyou I'm at 900 words, it's all can do  I'll finish tomorrow maybe"
"2","1468005297","Mon Apr 06 23:13:10 PDT 2009","NO_QUERY","fuzzywuzzy1","@shortiethug how come ur background covers the screen but mine is in the corner? "
"4","1468006137","Mon Apr 06 23:13:25 PDT 2009","NO_QUERY","gamwyn","Wrote exactly three lines of dialogue tonight, then gave up. "
"0","1468006169","Mon Apr 06 23:13:25 PDT 2009","NO_QUERY","kryptonsite","@ashman01 My only complaint about Facebook is they've changed it so much it's confusing "
"0","1468006195","Mon Apr 06 23:13:26 PDT 2009","NO_QUERY","kristie__","Sliced my finger "
"0","1468006296","Mon Apr 06 23:13:27 PDT 2009","NO_QUERY","shroedernz","going thru town and traffic on bypass is stink "
"0","1468006362","Mon Apr 06 23:13:30 PDT 2009","NO_QUERY","woflln","Ugh can't sleep.  Wish i had a good cuddle to  Make me ass out "
"0","1468006505","Mon Apr 06 23:13:31 PDT 2009","NO_QUERY","Skooj","I hate when software update downloads updates without telling me. I never know what's downloading when it is "
"2","1468006591","Mon Apr 06 23:13:35 PDT 2009","NO_QUERY","rchlrchfrt","went to ihop again. Great for a diet   At least there were no kung foo pancakes this time. -Rachel-"
"2","1468006681","Mon Apr 06 23:13:34 PDT 2009","NO_QUERY","TheCuriousCase","The internet is hating me. Night i s'pose. "
"0","1468006748","Mon Apr 06 23:13:35 PDT 2009","NO_QUERY","Migg","@contactabe I'm so jealous.  I missed all of opening day this year "
"2","1468006784","Mon Apr 06 23:13:36 PDT 2009","NO_QUERY","bonk_onthehead","It's so cruel having to wait for reviews to come in.  So far it looks like Star Trek will be the best film of the year!"
"2","1468006962","Mon Apr 06 23:13:39 PDT 2009","NO_QUERY","sheilaelaine","Debating if I should just shower now, so I can sleep a little later tomorrow "
"4","1467935271","Mon Apr 06 22:53:19 PDT 2009","NO_QUERY","andreakuefler","I'm very glad Britney isn't crazy anymore! That was one hell of a show! Now I'm sad that it's over.  Next up...AP at Cook County!"
"0","1467935345","Mon Apr 06 22:53:18 PDT 2009","NO_QUERY","mmmelissa","has a huuuge headache! omg I feel like crap! "
"4","1467936498","Mon Apr 06 22:53:39 PDT 2009","NO_QUERY","jtmal0723","@Anistorm Sorry "
"4","1467936541","Mon Apr 06 22:53:40 PDT 2009","NO_QUERY","justynwarner","@cleders sorry...i was rooting for them too... "
"2","1467936901","Mon Apr 06 22:53:47 PDT 2009","NO_QUERY","Obstreperous","Man, that took forever. "
"2","1467937038","Mon Apr 06 22:53:49 PDT 2009","NO_QUERY","shockboard","@shandasaurus  I see."
"4","1467937128","Mon Apr 06 22:53:50 PDT 2009","NO_QUERY","treywoodward","I am listing more items on ebay to sell!  Takes forever..meanwhile Coleman is watching The Hills season premier without me.. "
"4","1467937189","Mon Apr 06 22:53:52 PDT 2009","NO_QUERY","bitchville","Just got my presentation done, 23 slides done...  I'm crying for this week will be the hardest of all weeks."
"0","1467937250","Mon Apr 06 22:53:53 PDT 2009","NO_QUERY","JMoze","Just lost $160 "
"2","1467937393","Mon Apr 06 22:53:55 PDT 2009","NO_QUERY","iwantyourjeep","I don't like the previously on skins thing that starts at season two. I like it when it went straight into the intro like before "
"4","1467937402","Mon Apr 06 22:53:55 PDT 2009","NO_QUERY","haunter_","@Houndour ...i wish i was there...i'm pretty good at scaring the shit out of people "
"4","1467942658","Mon Apr 06 22:55:25 PDT 2009","NO_QUERY","katidink","Going to sound vain... but running out of my fav lip gloss "
"0","1467943007","Mon Apr 06 22:55:30 PDT 2009","NO_QUERY","vibratoria","@stuiy never again will I click on a link that screams, &quot;I'm a spider, I'm a spider&quot;. I should have known better. yucky "
"0","1467943375","Mon Apr 06 22:55:37 PDT 2009","NO_QUERY","dodginjohn","Why is that when you have time off from work you get sick? "
"0","1467943526","Mon Apr 06 22:55:40 PDT 2009","NO_QUERY","javajive","@pratama Same iMac came out $320 more in Indonesia than the States. "
"4","1467943851","Mon Apr 06 22:55:48 PDT 2009","NO_QUERY","EuniceKwon","Dammit... I need to stop buying furniture "
"2","1467943966","Mon Apr 06 22:55:48 PDT 2009","NO_QUERY","Lora_June","@Miss_Sil no i was half asleep and turned off the laptop after that "
"4","1467944261","Mon Apr 06 22:55:53 PDT 2009","NO_QUERY","theofficialyesi","Death is peaceful,  life however, bites "
"2","1467944317","Mon Apr 06 22:55:54 PDT 2009","NO_QUERY","veronica78"," i think @JonathanRKnight lost the net ? sure hope not"
"4","1467944552","Mon Apr 06 22:56:00 PDT 2009","NO_QUERY","tjslater","http://is.gd/r8Zf,  http://is.gd/r8Zy, and  http://is.gd/r8ZG - test footage with my girlfriend (in HD) The dark one is underxposed "
"4","1467944581","Mon Apr 06 22:56:01 PDT 2009","NO_QUERY","JennaBennett01","Such a tough game to watch tonight for State  Finally going to bed after also staying up to watch the season premiere of the Hills!"
"2","1467944654","Mon Apr 06 22:56:00 PDT 2009","NO_QUERY","coryosborn","Seems jRuby support for hpricot is now two versions behind "
"0","1467944871","Mon Apr 06 22:56:03 PDT 2009","NO_QUERY","MrOtsKrad","@JinxCat Unlike my sister...I still don't have one "
"0","1467945151","Mon Apr 06 22:56:08 PDT 2009","NO_QUERY","Caprica","Fraking app store is pissing me off   http://tinyurl.com/c4ooho"
"2","1467945476","Mon Apr 06 22:56:13 PDT 2009","NO_QUERY","anamrosado","Logging out. I need to study.... "
"0","1467945704","Mon Apr 06 22:56:17 PDT 2009","NO_QUERY","amfairie","anyone else having problems accessing TTB??? I cant get on!!! "
"0","1467945787","Mon Apr 06 22:56:18 PDT 2009","NO_QUERY","swimmermeg","I strongly dislike people who make stupid comments and dont know the whole story "
"4","1467945885","Mon Apr 06 22:56:20 PDT 2009","NO_QUERY","GillianMe","@emmaketurah  i'm sorry Emma, is swarley a goldfish? i'm sad for u."
"2","1467946026","Mon Apr 06 22:56:23 PDT 2009","NO_QUERY","nissanicole","All my tweets are already gone, aren't they  Missed you guys tonight."
"2","1467946137","Mon Apr 06 22:56:25 PDT 2009","NO_QUERY","kelilyma","Can't sleep again. Face is kinda swollen. Don't let me be allergic to the thing that'll get me to Thursday. School tomorrow? Doubtful. "
"0","1467946559","Mon Apr 06 22:56:32 PDT 2009","NO_QUERY","tollers","@Snick_the_Dog If Izzy's on the cat tree, she'll stare him down, but if she's on the floor, he chases and she runs. "
"0","1467946592","Mon Apr 06 22:56:35 PDT 2009","NO_QUERY","Velvet_Rope","I am officially banning godaddy.com from my comp. My head hurts from the small print AND I wasted $10 that could've happily gone to Boba "
"4","1467946749","Mon Apr 06 22:56:36 PDT 2009","NO_QUERY","dreaaa","@HumanOpium pretty much just scary for me "
"0","1467946810","Mon Apr 06 22:56:37 PDT 2009","NO_QUERY","TheDarrenxshow","@ilovepie mines too... I'm finding it well hard to get fit... "
"4","1467947005","Mon Apr 06 22:56:40 PDT 2009","NO_QUERY","tamisara","Good morning! Ready 2 go, but I want 2 go back 2 bed "
"0","1467947104","Mon Apr 06 22:56:42 PDT 2009","NO_QUERY","maddyks","hates waiting for mails "
"0","1467947557","Mon Apr 06 22:56:50 PDT 2009","NO_QUERY","katprimeau","wheat bread from the dollar store just doesn't toast nicely  going over my taxes and calling it an early night"
"0","1467947713","Mon Apr 06 22:56:56 PDT 2009","NO_QUERY","ScullyorSuz","Why Kutner? I mean I knew something was going to happen to someone but it was so sad. I &lt;3 House and it was well done, but I'm still sad "
"2","1467947913","Mon Apr 06 22:56:58 PDT 2009","NO_QUERY","jonsgrownwoman","@JonathanRKnight aw ok goonite....  "
"0","1467948169","Mon Apr 06 22:57:01 PDT 2009","NO_QUERY","BellaTanner","ill so i cant go to the cinema!! "
"4","1467948434","Mon Apr 06 22:57:05 PDT 2009","NO_QUERY","sftballlover45","Fell asleep . . . Really didn't mean too  *christina*"
"0","1467948521","Mon Apr 06 22:57:07 PDT 2009","NO_QUERY","amomca","@KelleyRowe hey, you remember that time we used to be friends?? ;)  ugh. vomit. sick.  i need sleep "
"0","1467948526","Mon Apr 06 22:57:07 PDT 2009","NO_QUERY","omgwtfannie","my lymph nodes are as massive as rahm emanuel's balls right now "
"0","1467948979","Mon Apr 06 22:57:14 PDT 2009","NO_QUERY","JoeJoeCastillo","Oh no my computer sucks. I don't think i'll be able to listen to the Xbox 360 Fancast tonite "
"0","1467949047","Mon Apr 06 22:57:15 PDT 2009","NO_QUERY","kortniewestfall","is missing playing my trumpet "
"2","1467949516","Mon Apr 06 22:57:24 PDT 2009","NO_QUERY","skitterrusty","My throat is still really sore. I was meant to be going on a 5 day camp from Friday but not so sure now "
"2","1467949681","Mon Apr 06 22:57:27 PDT 2009","NO_QUERY","harishanker","@sasii I know exactly how you feel! "
"2","1467949746","Mon Apr 06 22:57:28 PDT 2009","NO_QUERY","xShyGirlx","At work "
"0","1467949969","Mon Apr 06 22:57:32 PDT 2009","NO_QUERY","mortambo","Well bed time now. 1 am. *sighs* Back to 6 am mornings for a week on Wednesday. "
"2","1467950027","Mon Apr 06 22:57:33 PDT 2009","NO_QUERY","dcousineau","@hert Jesus Camp? Yeah... "
"0","1467950029","Mon Apr 06 22:57:33 PDT 2009","NO_QUERY","guardian_renata","@MaryBethune oh no! with everything that happened today, i forgot we were going dress shopping for the opera tomorrow. "
"2","1467950217","Mon Apr 06 22:57:37 PDT 2009","NO_QUERY","vera7","Turtles are better than my Mac - lasts longer and moves faster "
"0","1467950510","Mon Apr 06 22:57:41 PDT 2009","NO_QUERY","squone","I am soaked. This is not pleasant "
"4","1467950588","Mon Apr 06 22:57:43 PDT 2009","NO_QUERY","lanaveenker","@ginayates Sorry to hear about Maggie.    Thoughts to your mum."
"4","1467950600","Mon Apr 06 22:57:43 PDT 2009","NO_QUERY","KellyOut","@ewarden, you may have to email this one to me  I hope you feel better."
"0","1467950649","Mon Apr 06 22:57:44 PDT 2009","NO_QUERY","TymeekVasquez","@miamiiboii dead @ yu gettin on wen im leavin "
"2","1467950687","Mon Apr 06 22:57:44 PDT 2009","NO_QUERY","Hollywood_Trey","@arlenecd PLEASE TELL ME THAT'S SOMEWHERE CLOSE TO CALIFORNIA!!! LOL! "
"2","1467950866","Mon Apr 06 22:57:47 PDT 2009","NO_QUERY","melbrehl","@phlaimeaux where are you? "
"0","1467950975","Mon Apr 06 22:57:52 PDT 2009","NO_QUERY","sunsetphotograf","stupid arranged marriages... i'll convert so you can marry me...love you! "
"0","1467951016","Mon Apr 06 22:57:50 PDT 2009","NO_QUERY","ccallas","@emilyruppe Well he said that he is a looser, and that is what the show implies "
"2","1467951035","Mon Apr 06 22:57:50 PDT 2009","NO_QUERY","3WildBoys","Poor Sandra Cantu &amp; the Cantu family! My prayers go out to them! What a sick world we live in. She was only 8 "
"0","1467951238","Mon Apr 06 22:57:54 PDT 2009","NO_QUERY","roniker","fuck omg  austins always there though man &lt;3 love you"
"0","1467951252","Mon Apr 06 22:57:54 PDT 2009","NO_QUERY","kirstenmaree","@nicolerichie I cried so hard when Matthew died "
"0","1467951422","Mon Apr 06 22:57:57 PDT 2009","NO_QUERY","felloff","sad that the 'feet' of my macbook just fell off : sad that the 'feet' of my macbook just fell off "
"0","1467951568","Mon Apr 06 22:57:59 PDT 2009","NO_QUERY","spcake","@chordsy - why am I the last to find out about these things? Like that you're on the twitter too. "
"2","1467951850","Mon Apr 06 22:58:04 PDT 2009","NO_QUERY","MissT09","@lovebscott absolutely not!! "
"2","1467951931","Mon Apr 06 22:58:05 PDT 2009","NO_QUERY","mitrepeak","http://twitpic.com/2y3cf - Filled with curry  the true indian in me is coming out"
"2","1467952069","Mon Apr 06 22:58:07 PDT 2009","NO_QUERY","JAHNcookie","im soooo cold right now "
"2","1467952100","Mon Apr 06 22:58:08 PDT 2009","NO_QUERY","daneduh","@heidimontag lol I kant believe cam got beat upp sooo embarasssiiiin "
"2","1467952123","Mon Apr 06 22:58:08 PDT 2009","NO_QUERY","TurkishDelite","@JonathanRKnight Good Knight hun! Looking forward to ur tweets again! Hate that i keep missing out on the fun cuz of the time difference "
"2","1467952699","Mon Apr 06 22:58:18 PDT 2009","NO_QUERY","mumblr","Tumblr: This is exactly how it feels wearing a �tie�  http://tinyurl.com/c8bvqh"
"2","1467952985","Mon Apr 06 22:58:24 PDT 2009","NO_QUERY","mickeyness","@daniela_95616 hahaa!! i just realized &quot;impune&quot; definitely isnt the word i wanted... dang. i'm so unclever. "
"0","1467953090","Mon Apr 06 22:58:27 PDT 2009","NO_QUERY","JoannaWooten","watching old videos of dance team and such... makes me miss it  "
"4","1467953163","Mon Apr 06 22:58:26 PDT 2009","NO_QUERY","Briana810","Wahh  no CSI anywhere! DVR'ed I Love Money 2 though - gonna watch it then sleep - Goodnight Tweeters&lt;3"
"2","1467953277","Mon Apr 06 22:58:29 PDT 2009","NO_QUERY","sudheeshu","Struggling hard with Inventory "
"4","1467953367","Mon Apr 06 22:58:30 PDT 2009","NO_QUERY","lovatolover","@ddlovato Do you hate us?? Please don't "
"0","1467953500","Mon Apr 06 22:58:33 PDT 2009","NO_QUERY","candilaria","@ballinbitch haha im not THAT ballin. I still got bills to paaaaay "
"4","1467953681","Mon Apr 06 22:58:36 PDT 2009","NO_QUERY","erwinthegreat","I'm in one of those days when I really just want to work from home.  Crap. "
"2","1467953733","Mon Apr 06 22:58:37 PDT 2009","NO_QUERY","MonikkaB","@paul_e_wog Wait...is it a game or just episodes? I'm so confused. "
"0","1467953738","Mon Apr 06 22:58:37 PDT 2009","NO_QUERY","CaseLynn","@carlyw66 HAHA. I cried...  I guess he did...."
"2","1467954059","Mon Apr 06 22:58:42 PDT 2009","NO_QUERY","zeet75","I don't get statistics!  Its all a bunch of mumbo jumbo for me."
"0","1467954070","Mon Apr 06 22:58:42 PDT 2009","NO_QUERY","MickyFin","@sloanb Got it, sadly, only works for UK &amp; US at the moment "
"0","1467959908","Mon Apr 06 23:00:18 PDT 2009","NO_QUERY","makebelievetree","Evicted "
"0","1467960066","Mon Apr 06 23:00:20 PDT 2009","NO_QUERY","JennTheAmazing","doesn't enjoy learning CSS. "
"0","1467960196","Mon Apr 06 23:00:22 PDT 2009","NO_QUERY","ilovedanah","@nachojohnny Brian don't make me fuck u up LOL I replied 2 ur message...did u get my # ? I miss u "
"0","1467960388","Mon Apr 06 23:00:24 PDT 2009","NO_QUERY","lovebellaluna","@heidimontag I  dvr'd it and went to watch it, apparently the dish network went down SO I MISSED IT    I will have to catch a rerun!"
"2","1467960481","Mon Apr 06 23:00:26 PDT 2009","NO_QUERY","breedimetria","@JessDubb lmao. U may have to wait for another season to come thru. its summe boo. Hot nd dry ass weather "
"2","1467960735","Mon Apr 06 23:00:29 PDT 2009","NO_QUERY","DolfinFan","@LizChavez I can't set my feet on the ground. The missing eyelid people might get me!  "
"2","1467960840","Mon Apr 06 23:00:31 PDT 2009","NO_QUERY","mickeyness","@daniela_95616 my english professor would be ashamed. "
"0","1467961044","Mon Apr 06 23:00:34 PDT 2009","NO_QUERY","twishes","[-O] I wish the frogs weren't becoming extinct    http://tinyurl.com/cxe8w7"
"2","1467961091","Mon Apr 06 23:00:35 PDT 2009","NO_QUERY","Angelina1994","Came home from Cross County, Tired as "
"2","1467961106","Mon Apr 06 23:00:36 PDT 2009","NO_QUERY","la_discoteca","I don't want to walk home in this snow. Who wants to pick me up? "
"4","1467961146","Mon Apr 06 23:00:36 PDT 2009","NO_QUERY","teefaKNEEx","@heidimontag Lauren is being stubborn. she loves you, you love her.  I feel so bad for you, though. it made me cry  lol!"
"2","1467961817","Mon Apr 06 23:00:47 PDT 2009","NO_QUERY","Capt_Planet","is grouchy. and wants bmar "
"0","1467962336","Mon Apr 06 23:00:55 PDT 2009","NO_QUERY","umfoo","my heart is broken every morning dropping Foo at pre school, now i understand when moms say &quot;he has my heart broken&quot;. "
"0","1467962502","Mon Apr 06 23:00:58 PDT 2009","NO_QUERY","hollywoodgiant","Not feeling well and back hurts "
"0","1467962634","Mon Apr 06 23:01:02 PDT 2009","NO_QUERY","MissMillions","Im in the mood for some chocolate. I want..... Miniature Reeses cups. Now "
"0","1467962671","Mon Apr 06 23:01:01 PDT 2009","NO_QUERY","Bi0hazard2886","I can't take this heat! It's like an oven in here. I feel sick nwo "
"2","1467962897","Mon Apr 06 23:01:04 PDT 2009","NO_QUERY","aleskywalker","@nick_carter Come to the chat  just 15 minutes  please? http://fanclub.backstreetboys.com/chat.php"
"2","1467962938","Mon Apr 06 23:01:04 PDT 2009","NO_QUERY","jess___x","Boredd. Colddd  Internet keeps stuffing up"
